,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
387,nytimes,Tue Mar 20 06:02:03 +0000 2018,The shopping gems in Belfast's lively city center are the independently owned establishments https://t.co/AwXscJyNqA,0.4404,0.182,0.0,0.818,13
388,nytimes,Tue Mar 20 05:32:05 +0000 2018,"RT @UpshotNYT: New research shows that even black boys who grow up wealthy are more likely to wind up poor than to stay rich.
https://t.co/…",0.4588,0.196,0.099,0.705,12
389,nytimes,Tue Mar 20 05:02:04 +0000 2018,"Facebook’s chief information security officer, Alex Stamos, is said to have had internal disagreements over how the… https://t.co/bxcrB2UI4o",-0.1027,0.113,0.132,0.755,11
390,nytimes,Tue Mar 20 04:47:04 +0000 2018,RT @kimseverson: Stuffed ham is a dying art. Or maybe not. Come read about my journey to the land of stuffed ham and decide. https://t.co/9…,0.0,0.0,0.0,1.0,10
391,nytimes,Tue Mar 20 04:32:06 +0000 2018,Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightmare. https://t.co/HUEJOTDUCF,0.0,0.0,0.0,1.0,9
392,nytimes,Tue Mar 20 04:17:05 +0000 2018,RT @marclacey: Can you believe it’s been six months since Harvey flooded Houston? Here’s a powerful look by @nytvideo at one neighborhood t…,0.4215,0.118,0.0,0.882,8
393,nytimes,Tue Mar 20 04:02:02 +0000 2018,"As President Trump openly discussed firing one of his lawyers, another considered resigning and a third — who pushe… https://t.co/t6nEelnV6l",-0.5106,0.0,0.212,0.788,7
394,nytimes,Tue Mar 20 03:47:01 +0000 2018,Mississippi has imposed a ban on abortions after 15 weeks. The state's only abortion clinic immediately sued to blo… https://t.co/KqLmc4NspZ,-0.5994,0.0,0.224,0.776,6
395,nytimes,Tue Mar 20 03:32:03 +0000 2018,RT @kevinroose: New by me: Facebook’s open platform for third-party apps helped it grow into a juggernaut. But it’s become a privacy nightm…,0.0,0.0,0.0,1.0,5
396,nytimes,Tue Mar 20 03:17:06 +0000 2018,4 easy ways to cut down your sugar intake https://t.co/rRf9xm6WHS,0.2023,0.242,0.175,0.583,4
397,nytimes,Tue Mar 20 03:02:05 +0000 2018,RT @nytmike: Dowd wants to quit. Trump’s talking about firing Cobb. Another lawyer — who says FBI made up evidence against Trump — was hire…,-0.34,0.0,0.098,0.902,3
398,nytimes,Tue Mar 20 02:47:07 +0000 2018,"The brother of Nikolas Cruz was charged with trespassing at Marjory Stoneman Douglas High School on Monday, the aut… https://t.co/h0o2gTJ7HO",-0.2023,0.0,0.087,0.913,2
399,nytimes,Tue Mar 20 02:32:04 +0000 2018,"Audit your Facebook apps, audit your Facebook privacy settings, and 5 other tips for protecting your data on Facebo… https://t.co/t87b7WJjZH",0.0,0.0,0.0,1.0,1
400,CNN,Tue Mar 20 18:20:10 +0000 2018,Prince Harry and Meghan Markle reveal who will make the cake for their May 19 wedding. Pastry chef Claire Ptak will… https://t.co/kzhlEfqFiD,0.0,0.0,0.0,1.0,100
401,CNN,Tue Mar 20 18:12:14 +0000 2018,"RT @CNNPolitics: Sanders on Trump's tweets criticizing Mueller: ""We have not been shy about the fact that there is frustration of this proc…",-0.594,0.064,0.205,0.732,99
402,CNN,Tue Mar 20 18:10:54 +0000 2018,Sen. John McCain slams President Trump for congratulating Russian President Vladimir Putin on his election win: “An… https://t.co/1fgyNMlaEw,0.5859,0.183,0.0,0.817,98
403,CNN,Tue Mar 20 18:05:52 +0000 2018,"RT @CNNPolitics: White House press secretary Sarah Sanders says ""there are no specific plans made at this time"" for President Trump to meet…",-0.296,0.0,0.091,0.909,97
404,CNN,Tue Mar 20 18:00:10 +0000 2018,A former Playboy model who allegedly had a nine-month affair with Donald Trump is suing to be released from an agre… https://t.co/t6Qj8Ifiik,-0.2732,0.0,0.1,0.9,96
405,CNN,Tue Mar 20 17:56:05 +0000 2018,"White House press secretary Sarah Sanders is holding a press briefing.

Follow live updates:… https://t.co/xKKp32JIQS",0.0,0.0,0.0,1.0,95
406,CNN,Tue Mar 20 17:50:06 +0000 2018,Donald Trump is done playing nice with Bob Mueller | Analysis by @CillizzaCNN https://t.co/fWTuChI6rG https://t.co/jBQ2qUMvD1,0.5574,0.277,0.0,0.723,94
407,CNN,Tue Mar 20 17:40:51 +0000 2018,The world's last male northern white rhino has died leaving only two females left to save the subspecies from extin… https://t.co/a89i3Tc3Am,-0.1027,0.124,0.14,0.736,93
408,CNN,Tue Mar 20 17:36:47 +0000 2018,Republican Gov. Larry Hogan following the shooting at a Maryland high school that injured two students: “It’s tragi… https://t.co/FcThdax1xR,-0.4019,0.0,0.137,0.863,92
409,CNN,Tue Mar 20 17:30:07 +0000 2018,Conservation groups sue to overturn the Trump administration's trophy hunting decision https://t.co/TrWv2rEaxF https://t.co/dZu9mPtjHb,0.0,0.0,0.0,1.0,91
410,CNN,Tue Mar 20 17:20:06 +0000 2018,"Within minutes of news of yet another school shooting, survivors of last month's massacre at a high school in Parkl… https://t.co/5iSFYxSJ7A",0.0,0.0,0.0,1.0,90
411,CNN,Tue Mar 20 17:10:08 +0000 2018,United Airlines says it is suspending a program that transports pets in cargo holds https://t.co/Fbamn4NEIp https://t.co/R19QomWoRf,0.4215,0.167,0.0,0.833,89
412,CNN,Tue Mar 20 17:00:10 +0000 2018,"Michelle Obama is so popular she needed more space. The painting of the former first lady, unveiled at the Smithson… https://t.co/MVW21uSZx2",0.5598,0.153,0.0,0.847,88
413,CNN,Tue Mar 20 17:00:08 +0000 2018,The National Rifle Association is criticizing Florida's Republican House Speaker Richard Corcoran for his comments… https://t.co/1tYOw2EkR3,-0.3612,0.0,0.143,0.857,87
414,CNN,Tue Mar 20 16:54:35 +0000 2018,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke… https://t.co/U6o1ceKRp3,0.5267,0.175,0.0,0.825,86
415,CNN,Tue Mar 20 16:50:13 +0000 2018,Facebook's stock is sliding for the second day in a row. Shares fell another 5% Tuesday on the heels of the company… https://t.co/JfWDwvn2fe,0.296,0.095,0.0,0.905,85
416,CNN,Tue Mar 20 16:40:08 +0000 2018,Ohio might soon have an official state dog. 12 other states already do: https://t.co/qGUIsaFzjt https://t.co/i572sStWij,0.0,0.0,0.0,1.0,84
417,CNN,Tue Mar 20 16:34:14 +0000 2018,"President Trump: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe indi… https://t.co/tGYi0x7G2C",-0.5956,0.0,0.177,0.823,83
418,CNN,Tue Mar 20 16:29:17 +0000 2018,Amazon CEO Jeff Bezos took a robot dog named SpotMini for a walk https://t.co/5gPk9Mg8l2 https://t.co/E4SCrpVtQn,0.1779,0.124,0.0,0.876,82
419,CNN,Tue Mar 20 16:23:02 +0000 2018,"House Speaker Paul Ryan says he received ""assurances"" that President Trump is not considering firing special counse… https://t.co/AxtE5K2URe",-0.0572,0.1,0.111,0.788,81
420,CNN,Tue Mar 20 18:20:10 +0000 2018,Prince Harry and Meghan Markle reveal who will make the cake for their May 19 wedding. Pastry chef Claire Ptak will… https://t.co/kzhlEfqFiD,0.0,0.0,0.0,1.0,80
421,CNN,Tue Mar 20 18:12:14 +0000 2018,"RT @CNNPolitics: Sanders on Trump's tweets criticizing Mueller: ""We have not been shy about the fact that there is frustration of this proc…",-0.594,0.064,0.205,0.732,79
422,CNN,Tue Mar 20 18:10:54 +0000 2018,Sen. John McCain slams President Trump for congratulating Russian President Vladimir Putin on his election win: “An… https://t.co/1fgyNMlaEw,0.5859,0.183,0.0,0.817,78
423,CNN,Tue Mar 20 18:05:52 +0000 2018,"RT @CNNPolitics: White House press secretary Sarah Sanders says ""there are no specific plans made at this time"" for President Trump to meet…",-0.296,0.0,0.091,0.909,77
424,CNN,Tue Mar 20 18:00:10 +0000 2018,A former Playboy model who allegedly had a nine-month affair with Donald Trump is suing to be released from an agre… https://t.co/t6Qj8Ifiik,-0.2732,0.0,0.1,0.9,76
425,CNN,Tue Mar 20 17:56:05 +0000 2018,"White House press secretary Sarah Sanders is holding a press briefing.

Follow live updates:… https://t.co/xKKp32JIQS",0.0,0.0,0.0,1.0,75
426,CNN,Tue Mar 20 17:50:06 +0000 2018,Donald Trump is done playing nice with Bob Mueller | Analysis by @CillizzaCNN https://t.co/fWTuChI6rG https://t.co/jBQ2qUMvD1,0.5574,0.277,0.0,0.723,74
427,CNN,Tue Mar 20 17:40:51 +0000 2018,The world's last male northern white rhino has died leaving only two females left to save the subspecies from extin… https://t.co/a89i3Tc3Am,-0.1027,0.124,0.14,0.736,73
428,CNN,Tue Mar 20 17:36:47 +0000 2018,Republican Gov. Larry Hogan following the shooting at a Maryland high school that injured two students: “It’s tragi… https://t.co/FcThdax1xR,-0.4019,0.0,0.137,0.863,72
429,CNN,Tue Mar 20 17:30:07 +0000 2018,Conservation groups sue to overturn the Trump administration's trophy hunting decision https://t.co/TrWv2rEaxF https://t.co/dZu9mPtjHb,0.0,0.0,0.0,1.0,71
430,CNN,Tue Mar 20 17:20:06 +0000 2018,"Within minutes of news of yet another school shooting, survivors of last month's massacre at a high school in Parkl… https://t.co/5iSFYxSJ7A",0.0,0.0,0.0,1.0,70
431,CNN,Tue Mar 20 17:10:08 +0000 2018,United Airlines says it is suspending a program that transports pets in cargo holds https://t.co/Fbamn4NEIp https://t.co/R19QomWoRf,0.4215,0.167,0.0,0.833,69
432,CNN,Tue Mar 20 17:00:10 +0000 2018,"Michelle Obama is so popular she needed more space. The painting of the former first lady, unveiled at the Smithson… https://t.co/MVW21uSZx2",0.5598,0.153,0.0,0.847,68
433,CNN,Tue Mar 20 17:00:08 +0000 2018,The National Rifle Association is criticizing Florida's Republican House Speaker Richard Corcoran for his comments… https://t.co/1tYOw2EkR3,-0.3612,0.0,0.143,0.857,67
434,CNN,Tue Mar 20 16:54:35 +0000 2018,President Trump says he congratulated Vladimir Putin on winning the Russian presidential election. Trump also spoke… https://t.co/U6o1ceKRp3,0.5267,0.175,0.0,0.825,66
435,CNN,Tue Mar 20 16:50:13 +0000 2018,Facebook's stock is sliding for the second day in a row. Shares fell another 5% Tuesday on the heels of the company… https://t.co/JfWDwvn2fe,0.296,0.095,0.0,0.905,65
436,CNN,Tue Mar 20 16:40:08 +0000 2018,Ohio might soon have an official state dog. 12 other states already do: https://t.co/qGUIsaFzjt https://t.co/i572sStWij,0.0,0.0,0.0,1.0,64
437,CNN,Tue Mar 20 16:34:14 +0000 2018,"President Trump: “The bombings in Austin are terrible… This is obviously a very, very sick individual or maybe indi… https://t.co/tGYi0x7G2C",-0.5956,0.0,0.177,0.823,63
438,CNN,Tue Mar 20 16:29:17 +0000 2018,Amazon CEO Jeff Bezos took a robot dog named SpotMini for a walk https://t.co/5gPk9Mg8l2 https://t.co/E4SCrpVtQn,0.1779,0.124,0.0,0.876,62
439,CNN,Tue Mar 20 16:23:02 +0000 2018,"House Speaker Paul Ryan says he received ""assurances"" that President Trump is not considering firing special counse… https://t.co/AxtE5K2URe",-0.0572,0.1,0.111,0.788,61
440,CNN,Tue Mar 20 16:10:09 +0000 2018,President Trump congratulated Russia President Vladimir Putin on winning the Russian presidential election in a tel… https://t.co/OvLi4xk6AT,0.5267,0.185,0.0,0.815,60
441,CNN,Tue Mar 20 16:00:08 +0000 2018,CNN's @JakeTapper will interview former FBI Director James @Comey on April 19 https://t.co/8cPVW1mzfK https://t.co/L3ouls0rnK,0.0,0.0,0.0,1.0,59
442,CNN,Tue Mar 20 15:52:08 +0000 2018,"K-pop group Red Velvet will be part of a group of South Korean pop stars who will be performing in Pyongyang, North… https://t.co/cWIpgYpowK",0.0,0.0,0.0,1.0,58
443,CNN,Tue Mar 20 15:41:19 +0000 2018,Sheriff: Two students were injured during the shooting at a Maryland high school Tuesday morning just before classe… https://t.co/OBgR6SUZWq,-0.4019,0.0,0.137,0.863,57
444,CNN,Tue Mar 20 15:30:07 +0000 2018,96-year-old style icon Iris Apfel has become the oldest person ever to be immortalized as a Barbie doll… https://t.co/eXRHiRNKzC,0.0,0.0,0.0,1.0,56
445,CNN,Tue Mar 20 15:29:39 +0000 2018,"Officials in Maryland are holding a briefing on the shooting at a high school there earlier this morning.

Watch:… https://t.co/nQzePg5pH7",0.0,0.0,0.0,1.0,55
446,CNN,Tue Mar 20 15:18:24 +0000 2018,"Police chief: A package exploded while traveling along an automated conveyor belt at the Schertz, Texas, FedEx faci… https://t.co/MiztO7K2Tc",0.0,0.0,0.0,1.0,54
447,CNN,Tue Mar 20 15:11:58 +0000 2018,"Officials are holding a briefing following an explosion this morning at a FedEx facility near San Antonio.

Follow… https://t.co/zWpHuePVyO",0.0,0.0,0.0,1.0,53
448,CNN,Tue Mar 20 14:57:55 +0000 2018,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/4VdsGJUKO3,-0.5423,0.0,0.143,0.857,52
449,CNN,Tue Mar 20 14:43:52 +0000 2018,"At least 3 people are injured after the shooting this morning at Great Mills High School in Great Mills, Maryland,… https://t.co/kFiLlST9Iy",0.7579,0.294,0.097,0.609,51
450,CNN,Tue Mar 20 14:30:20 +0000 2018,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/oRq26svDwq,0.0,0.0,0.0,1.0,50
451,CNN,Tue Mar 20 14:20:09 +0000 2018,"President Trump's opioid plan to kill drug dealers is about vengeance, not solutions, @fordvox writes for… https://t.co/I0MD7e2zSB",-0.7366,0.0,0.293,0.707,49
452,CNN,Tue Mar 20 14:10:13 +0000 2018,"There has been, on average, 1 school shooting every week this year https://t.co/TFkgODHjDU https://t.co/7IK0NtPsKM",0.0,0.0,0.0,1.0,48
453,CNN,Tue Mar 20 14:00:06 +0000 2018,"""We swipe left on your attempted scare tactics"": Female-friendly dating app Bumble took out a full-page ad in the N… https://t.co/vSfrhdNOEM",-0.4939,0.0,0.144,0.856,47
454,CNN,Tue Mar 20 13:54:35 +0000 2018,"JUST IN: Police in Austin, Texas, are responding to a suspicious package at another FedEx facility.

A package at a… https://t.co/vXcO9lzCIQ",-0.3612,0.0,0.122,0.878,46
455,CNN,Tue Mar 20 13:40:06 +0000 2018,This is how lawmakers plan to end the opioid crisis https://t.co/RqCTL6Eiue https://t.co/Ds0C57hAMl,-0.6249,0.0,0.272,0.728,45
456,CNN,Tue Mar 20 13:30:30 +0000 2018,Former Cambridge Analytica contractor Christopher Wylie tells CNN’s @donlemon that he helped build a “psychological… https://t.co/mlsw9O6OY4,0.0,0.0,0.0,1.0,44
457,CNN,Tue Mar 20 13:14:24 +0000 2018,"Here’s a look from the scene outside Great Mills High School in Great Mills, Maryland, which is currently on lockdo… https://t.co/HqZMB7Gxd9",0.8481,0.313,0.0,0.687,43
458,CNN,Tue Mar 20 13:07:20 +0000 2018,"Agents with the FBI and ATF are responding to the reported shooting at a high school in Great Mills, Maryland… https://t.co/i1vl1AHwUU",0.6249,0.177,0.0,0.823,42
459,CNN,Tue Mar 20 12:51:57 +0000 2018,"The school is on lock down, according to the school district, and the incident has been contained.

Follow for upda… https://t.co/M0I07ONc4n",0.0,0.0,0.0,1.0,41
460,CNN,Tue Mar 20 12:43:12 +0000 2018,BREAKING: St. Mary’s County Public Schools says there has been a shooting at Great Mills High School in Great Mills… https://t.co/n1lLVTSzGv,0.8481,0.313,0.0,0.687,40
461,CNN,Tue Mar 20 12:40:06 +0000 2018,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/zWB4sbm1iG,0.0,0.0,0.0,1.0,39
462,CNN,Tue Mar 20 12:30:03 +0000 2018,The younger brother of the Parkland gunman was arrested Monday for trespassing on the campus of Marjory Stoneman Do… https://t.co/4EvL7EBc6E,-0.4767,0.0,0.14,0.86,38
463,CNN,Tue Mar 20 12:20:12 +0000 2018,Robert Mueller has Donald Trump in a box. | Analysis by @StCollinson https://t.co/EenPN3xyq7 https://t.co/47ImR1v3zj,0.0,0.0,0.0,1.0,37
464,CNN,Tue Mar 20 12:10:08 +0000 2018,A load of gold worth up to $54 million went missing during the Civil War. There may be a break in the case.… https://t.co/0JhOYk2vaw,-0.6369,0.07,0.226,0.704,36
465,CNN,Tue Mar 20 12:00:11 +0000 2018,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/pTaWnIxceP",0.34,0.118,0.0,0.882,35
466,CNN,Tue Mar 20 11:53:06 +0000 2018,"The world's last male northern white rhino has died, leaving only two females left to save the subspecies from exti… https://t.co/xDwFSk3ndr",-0.1027,0.124,0.14,0.736,34
467,CNN,Tue Mar 20 11:45:57 +0000 2018,Former Vice President Joe Biden will meet with Latino leaders at a fundraiser in Miami today https://t.co/sWcY9CXY0L https://t.co/VyVTe1T19P,0.0,0.0,0.0,1.0,33
468,CNN,Tue Mar 20 11:30:15 +0000 2018,"Possible tornadoes were reported to have torn apart homes, shredded buildings and knocked down power lines and tree… https://t.co/TXsjyjVDir",-0.25,0.0,0.1,0.9,32
469,CNN,Tue Mar 20 11:19:03 +0000 2018,How your next meal could help fight depression and stress https://t.co/cCJz0V12Ch https://t.co/fSeewTLfUu,-0.7506,0.136,0.46,0.404,31
470,CNN,Tue Mar 20 11:06:48 +0000 2018,"5 things for Tuesday:

- Russia investigation
- ISIS in Syria
- Self-driving car death
- China &amp; Taiwan
- Turpin ch… https://t.co/hoVqpGDsb8",-0.5994,0.0,0.196,0.804,30
471,CNN,Tue Mar 20 10:51:45 +0000 2018,BREAKING: An explosion overnight at a FedEx facility near San Antonio may be linked with four recent blasts in Aust… https://t.co/tnjvBwBl1g,0.0,0.0,0.0,1.0,29
472,CNN,Tue Mar 20 10:41:37 +0000 2018,The data scientist who gathered info on millions of Facebook users for a firm tied to Trump's campaign says he'd be… https://t.co/K5Yh5bcdSA,0.0,0.0,0.0,1.0,28
473,CNN,Tue Mar 20 10:27:38 +0000 2018,Tens of millions of people in some of the world's poorest areas could be displaced by climate change in just a few… https://t.co/NVtwsC6Npy,-0.5423,0.0,0.143,0.857,27
474,CNN,Tue Mar 20 10:14:36 +0000 2018,The world's last male northern white rhino has died. Now experts are turning to science to save the subspecies https://t.co/7uqlVnwKS9,-0.1027,0.129,0.145,0.726,26
475,CNN,Tue Mar 20 08:44:25 +0000 2018,US President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocu… https://t.co/oOwF0OTrNm,0.25,0.105,0.0,0.895,25
476,CNN,Tue Mar 20 08:31:41 +0000 2018,This village in China is a modern-day shrine to President Xi Jinping. CNN paid a visit and were followed by securit… https://t.co/CFX3QycJcJ,0.0,0.0,0.0,1.0,24
477,CNN,Tue Mar 20 08:19:01 +0000 2018,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/oD9PrLELgu",-0.8979,0.0,0.398,0.602,23
478,CNN,Tue Mar 20 08:07:55 +0000 2018,Delta Airlines misrouted an Idaho man's 8-week-old puppy on a cross-country trip -- landing in Las Vegas and Salt L… https://t.co/FOkdT3e1Y7,0.0,0.0,0.0,1.0,22
479,CNN,Tue Mar 20 08:01:01 +0000 2018,"Neanderthals, Denisovans and our ancestors were mixing and mingling a long time ago -- and some of our genetics can… https://t.co/VkXGPKzK9N",0.0,0.0,0.0,1.0,21
480,CNN,Tue Mar 20 07:53:09 +0000 2018,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/EjcHYYvul9",-0.7269,0.0,0.276,0.724,20
481,CNN,Tue Mar 20 07:42:06 +0000 2018,"Facebook's value plunges $37 billion on news that data firm Cambridge Analytica, which had ties to Trump's campaign… https://t.co/2N2l7AoNZ7",0.34,0.118,0.0,0.882,19
482,CNN,Tue Mar 20 07:31:09 +0000 2018,Patients who visit emergency rooms are getting hit with sky-high bills. Spending on an ER visit in the US rose to $… https://t.co/1TvD7xi3ZD,-0.3818,0.0,0.106,0.894,18
483,CNN,Tue Mar 20 07:17:12 +0000 2018,"How a designer got his scarf into ""Black Panther"" https://t.co/PZFJ6EQBGX https://t.co/5afeV6hll3",0.0,0.0,0.0,1.0,17
484,CNN,Tue Mar 20 07:01:03 +0000 2018,This single mother and her four children were living out of their car. Then a cop decided he had to do something.… https://t.co/OHbvJtH2mU,0.0,0.0,0.0,1.0,16
485,CNN,Tue Mar 20 06:57:03 +0000 2018,The US announces the start date for its annual military exercises with South Korea as President Trump readies for a… https://t.co/XhKwzBWxnI,0.0,0.0,0.0,1.0,15
486,CNN,Tue Mar 20 06:44:27 +0000 2018,Correction: This story has been updated to clarify that Sudan was a northern white rhino. https://t.co/sxb8eAeKcT https://t.co/3IAFpojlJK,0.0,0.0,0.0,1.0,14
487,CNN,Tue Mar 20 06:33:32 +0000 2018,The world's last male white rhino has died leaving only two females left to save the species from extinction.… https://t.co/mN92F0nLwL,-0.1027,0.129,0.145,0.726,13
488,CNN,Tue Mar 20 06:31:07 +0000 2018,9/11 hero who saved hundreds dies of cancer at age 45 https://t.co/RsYz8zDVX4 https://t.co/eAW7TRsPyD,0.25,0.308,0.212,0.481,12
489,CNN,Tue Mar 20 06:10:42 +0000 2018,"Amnesty International has accused the Nigerian army of failing to act on ""advance warnings"" given a few hours befor… https://t.co/OzUer6y6xw",-0.7717,0.0,0.325,0.675,11
490,CNN,Tue Mar 20 06:06:33 +0000 2018,"Undercover British television report is ""edited and scripted to grossly misrepresent the nature of those conversati… https://t.co/DQbCb3eF1W",-0.2263,0.0,0.106,0.894,10
491,CNN,Tue Mar 20 06:01:04 +0000 2018,President Trump has signed an executive order banning US citizens from buying Venezuela's newly created cryptocurre… https://t.co/atpoLD928t,0.25,0.111,0.0,0.889,9
492,CNN,Tue Mar 20 05:50:55 +0000 2018,"A military band plays out the delegates in the Great Hall of the People, ending the 13th National People's Congress… https://t.co/kpJXcbpoep",0.7269,0.253,0.0,0.747,8
493,CNN,Tue Mar 20 05:31:05 +0000 2018,Your personal information is Facebook's currency. It's bought and sold every day. https://t.co/6s4nc2UgOs,0.0,0.0,0.0,1.0,7
494,CNN,Tue Mar 20 05:26:27 +0000 2018,"""All acts and tricks to split the motherland are doomed to failure and will be condemned by the people and punished… https://t.co/MbjE8JbxyM",-0.8979,0.0,0.398,0.602,6
495,CNN,Tue Mar 20 05:21:27 +0000 2018,"""Trump is Nixon on steroids and stilts.""

John Dean, who served as White House counsel for President Richard Nixon… https://t.co/BwMCukpgiN",0.0,0.0,0.0,1.0,5
496,CNN,Tue Mar 20 05:10:16 +0000 2018,"Six months after Hurricane Maria devastated Puerto Rico, the news is the return of normalcy for some. But the road… https://t.co/EqmCCIZ98P",-0.6124,0.0,0.167,0.833,4
497,CNN,Tue Mar 20 05:01:04 +0000 2018,"In 1999, there were more than 2 million pay phones across America. 100,000 are left today. https://t.co/YhVnkog7mu https://t.co/RdQyhgYJMW",-0.1689,0.0,0.094,0.906,3
498,CNN,Tue Mar 20 04:57:54 +0000 2018,"(Correction) Ballerina Misty Copeland made history in 2015, becoming the 1st female African American principal danc… https://t.co/KX0wCvTVZ6",0.0,0.0,0.0,1.0,2
499,CNN,Tue Mar 20 04:46:04 +0000 2018,"The Cambridge Analytica scandal has done immense damage to the Facebook brand, sources across the company believe… https://t.co/DdqhcY78x9",-0.7269,0.0,0.276,0.724,1
